id;address;categories;city;country;latitude;longitude;currency;menus.description;menus.name;name;postalCode;province
AVwc_KyeIN2L1WUfrB_N;26900 Newport Rd;Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor;Menifee;US;33.68678191;-117.1903038;USD;beef, pizza sauce, onions and provolone cheese;Pizza Bread;Giovanni's Pizza and Pasta;92584;CA
AVwc_KyeIN2L1WUfrB_N;26900 Newport Rd;Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor;Menifee;US;33.68678191;-117.1903038;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Southwest Pizza;Giovanni's Pizza and Pasta;92584;CA
AVwc_KyeIN2L1WUfrB_N;26900 Newport Rd;Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor;Menifee;US;33.68678191;-117.1903038;USD;Cheese, sausage, pepperoni;Thai Chicken Pizza;Giovanni's Pizza and Pasta;92584;CA
AVwc_KyeIN2L1WUfrB_N;26900 Newport Rd;Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor;Menifee;US;33.68678191;-117.1903038;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Vegetarian Pizza;Giovanni's Pizza and Pasta;92584;CA
AVwc_odFIN2L1WUfrHAb;3480 S Carrier Pkwy;Restaurants,Pizza Place Southwest Dallas,Pizza Place;Grand Prairie;US;32.685459;-97.012459;USD;beef, pizza sauce, onions and provolone cheese;Bbq Pizza;Uncle John's Pizza;75052;TX
AVwc_odFIN2L1WUfrHAb;3480 S Carrier Pkwy;Restaurants,Pizza Place Southwest Dallas,Pizza Place;Grand Prairie;US;32.685459;-97.012459;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Create Your Own Pizza;Uncle John's Pizza;75052;TX
AVwc_VAb_7pvs4fz1F-Z;1707 Delaware Ave;Asian Restaurant,Asian Restaurant Forty Acres;Wilmington;US;39.7583638;-75.5626631;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Tuna Pizza;Satsuma;19806;DE
AVwc_VAb_7pvs4fz1F-Z;1707 Delaware Ave;Asian Restaurant,Asian Restaurant Forty Acres;Wilmington;US;39.7583638;-75.5626631;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Tuna Pizza;Satsuma;19806;DE
AVwc_XoZ_7pvs4fz1Gdd;116 Ann St;Family Style Restaurants,Restaurants,Restaurant;Pickens;US;34.883816;-82.7078;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Small Pepperoni or Cheese Pizza;Gatehouse Restaurant;29671;SC
AVwc05XuByjofQCxinyc;2000 El Lago Dr;Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place;Arnold;US;38.40468;-90.38609;USD;Cheese, sausage, pepperoni;Bbq Chicken Pizza;Imo's Pizza;63010;MO
AVwc05XuByjofQCxinyc;2000 El Lago Dr;Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place;Arnold;US;38.40468;-90.38609;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Cheese Pizza;Imo's Pizza;63010;MO
AVwc05XuByjofQCxinyc;2000 El Lago Dr;Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place;Arnold;US;38.40468;-90.38609;USD;beef, pizza sauce, onions and provolone cheese;Deluxe Pizza;Imo's Pizza;63010;MO
AVwc05XuByjofQCxinyc;2000 El Lago Dr;Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place;Arnold;US;38.40468;-90.38609;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Meat Pizza;Imo's Pizza;63010;MO
AVwc05XuByjofQCxinyc;2000 El Lago Dr;Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place;Arnold;US;38.40468;-90.38609;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Vegetable Pizza;Imo's Pizza;63010;MO
AVwc0a6lkufWRAb5zWvc;3060 Naglee Rd;American Restaurant;Tracy;US;37.75757298;-121.4618598;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Cheesy Bread Pizza (full);Applebee's Tracy;95304;CA
AVwc0Be1kufWRAb5zSVB;2619 Red Bluff Kroger Jct;Pizza Place;Pasadena;US;29.716011;-95.200573;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Deep Dish Pizza;Little Caesars Pizza;77506;TX
AVwc0cXJkufWRAb5zW_a;11165 S Eastern Ave;Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants;Henderson;US;35.98879;-115.101074;USD;Cheese, sausage, pepperoni;Margarita Pizza;Joey's N Y Pizza;89052;NV
AVwc0jboByjofQCxijqT;264 Lakeside Ave;Restaurants,Bars & Pubs;Laconia;US;43.607478;-71.459311;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza;Tower Hill Tavern;3246;Weirs Beach
AVwc0q64kufWRAb5zZhU;3505 A Longmire Dr;Restaurant,Pizza Place;College Station;US;30.582817;-96.28639;USD;beef, pizza sauce, onions and provolone cheese;Cheese Pizza;Doubledave's Pizza Works;77845;TX
AVwc0q64kufWRAb5zZhU;3505 A Longmire Dr;Restaurant,Pizza Place;College Station;US;30.582817;-96.28639;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Chocolate Chip Pizza;Doubledave's Pizza Works;77845;TX
AVwc0vdZkufWRAb5zaZ_;11651 W 64th Ave;Bakery,Bakery Restaurants,Food Products Retail,Variety Stores,Organic Foods & Products,Bakeries,Restaurant,Bakery Northwest Arvada;Arvada;US;39.812937;-105.129404;USD;Cheese, sausage, pepperoni;Pizza Dough Balls;Glutenfree Things;80004;CO
AVwc0vdZkufWRAb5zaZ_;11651 W 64th Ave;Bakery,Bakery Restaurants,Food Products Retail,Variety Stores,Organic Foods & Products,Bakeries,Restaurant,Bakery Northwest Arvada;Arvada;US;39.812937;-105.129404;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza Dough Flats;Glutenfree Things;80004;CO
AVwc0Wtp_7pvs4fzzSbm;22 Englar Rd;Italian Restaurant;Westminster;US;39.58133698;-76.98956;USD;beef, pizza sauce, onions and provolone cheese;Margherita Pizza;Mediterraneo Ristorante;21157;MD
AVwc-0zw_7pvs4fz1AjD;50a;Pub,Sports Bar;Hermosa Beach;US;33.862;-118.400769;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Build Your Own Pizza;Patrick Molloy's Sports Pub;90254;CA
AVwc-0zw_7pvs4fz1AjD;50a;Pub,Sports Bar;Hermosa Beach;US;33.862;-118.400769;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Build Your Own Pizza;Patrick Molloy's Sports Pub;90254;CA
AVwc-0zw_7pvs4fz1AjD;50a;Pub,Sports Bar;Hermosa Beach;US;33.862;-118.400769;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Cheese Pizza;Patrick Molloy's Sports Pub;90254;CA
AVwc14fe_7pvs4fzzh-i;19 Kelly St;Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurants,Pizza;Luzerne;US;41.285007;-75.898346;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Neapolitan Style Pizza;Salerno's Pizza Restaurant;18709;PA
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Cheese, sausage, pepperoni;Blt Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Cheese Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;beef, pizza sauce, onions and provolone cheese;Cheese Pizza Slice;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Cheesesteak Stuffed Cheese Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Chicken Alfredo Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Chicken Parmigiana Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Chicken Wing Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Cheese, sausage, pepperoni;Margherita Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Old Fashion Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;beef, pizza sauce, onions and provolone cheese;Old Fashion Tomato Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Fries;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Cheese, sausage, pepperoni;Pizza Steak Sub;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Rancher Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;beef, pizza sauce, onions and provolone cheese;Sicilian Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Taco Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Trenton Tomato Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc16D3_7pvs4fzziP1;111 Lawrence Rd;Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant;Lawrence Township;US;40.24614006;-74.74381959;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;White Pizza;Nino's Trattoria & Pizzeria;8648;Lawrenceville
AVwc1bNU_7pvs4fzzdxk;44 N Brentwood;Restaurant;Saint Louis;US;38.649703;-90.341542;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Cheese Pizza;Oceano Bistro - Clayton;63105;MO
AVwc1hsuByjofQCxiucq;2901 Watson Blvd;Italian Restaurant, Pizza Place, and Bar,catering companies;Endicott;US;42.11067;-76.02803;USD;Cheese, sausage, pepperoni;Pizza;Brothers 2;13760;Crestview Heights
AVwc1hsuByjofQCxiucq;2901 Watson Blvd;Italian Restaurant, Pizza Place, and Bar,catering companies;Endicott;US;42.11067;-76.02803;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pizza Skins;Brothers 2;13760;Crestview Heights
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD;beef, pizza sauce, onions and provolone cheese;Half Pizzas;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;M.y.o.p Make Your Own Pizza;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Make Your Own Pizza;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Mini Cheese and Tomato Deep Dish Pizza;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Mini Cheese or Pepperoni Thin Crust Pizza;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1Kgv_7pvs4fzzbFW;100 Charlton Rd;American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant;Sturbridge;US;42.12484282;-72.05860695;USD;Cheese, sausage, pepperoni;Pizza of The Day;Uno Pizzeria & Grill - Sturbridge;1566;MA
AVwc1RaoByjofQCxirt7;401 E Whitestone Blvd;Pizza Place;Cedar Park;US;30.52266137;-97.82690265;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Cheese Pizza;Doubledave's Pizzaworks;78613;TX
AVwc1RaoByjofQCxirt7;401 E Whitestone Blvd;Pizza Place;Cedar Park;US;30.52266137;-97.82690265;USD;beef, pizza sauce, onions and provolone cheese;Chocolate Chip Pizza;Doubledave's Pizzaworks;78613;TX
AVwc1VcqIN2L1WUfpZes;2631 Mcingvale Rd;Food and Beverage,Restaurant;Hernando;US;34.822393;-89.973027;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Byo Pizza;Buon Cibo;38632;MS
AVwc1VcqIN2L1WUfpZes;2631 Mcingvale Rd;Food and Beverage,Restaurant;Hernando;US;34.822393;-89.973027;USD;Cheese, sausage, pepperoni;Cheese Pizza;Buon Cibo;38632;MS
AVwc1VcqIN2L1WUfpZes;2631 Mcingvale Rd;Food and Beverage,Restaurant;Hernando;US;34.822393;-89.973027;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Pepperoni Pizza;Buon Cibo;38632;MS
AVwc25M7IN2L1WUfpqEk;1876 Black Rock Tpke;Pizza Place,Italian Restaurants,Pizza,Mediterranean Restaurants,Restaurants;Fairfield;US;41.18031;-73.247734;USD;beef, pizza sauce, onions and provolone cheese;Cheese Pizza;Tomato & Basil;6825;CT
AVwc27HDkufWRAb5zwY7;1310 N W 23rd Ave;Video Rental & Sales,Video Games,DVD Sales & Service;Gainesville;US;29.673973;-82.33917;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Pizza Sub;Blockbuster;32605;FL
AVwc2gQxIN2L1WUfpl0w;901 Loveland Madeira Rd;Pizza Place;Loveland;US;39.26125063;-84.2709923;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Kids Size Pizza;Larosa's Pizzeria;45140;Murdock
AVwc2kmvByjofQCxi5bi;1657 Richmond Rd;Restaurant;Staten Island;US;40.589589;-74.101477;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Brick Oven Pizza Al Metro;Mario's - Staten Island;10304;NY
AVwc2kmvByjofQCxi5bi;1657 Richmond Rd;Restaurant;Staten Island;US;40.589589;-74.101477;USD;Soy onion spread, pulled chicken, red pepper, scallion, shitake, mozzarella;Fried Pizza;Mario's - Staten Island;10304;NY
AVwc2kmvByjofQCxi5bi;1657 Richmond Rd;Restaurant;Staten Island;US;40.589589;-74.101477;USD;Cheese, sausage, pepperoni;Pork Tenderloin Pizzaiola;Mario's - Staten Island;10304;NY
AVwc2m9xByjofQCxi539;8680 Pineview Ln N;Sports Bar, Bar, and American Restaurant;Osseo;US;45.11267209;-93.44166376;USD;Tomato sauce, mozzarella, pepperoni, red onions black olives and fresh mushrooms;Cheese Pizza;The Lookout Catering;55369;Hassan
AVwc2m9xByjofQCxi539;8680 Pineview Ln N;Sports Bar, Bar, and American Restaurant;Osseo;US;45.11267209;-93.44166376;USD;beef, pizza sauce, onions and provolone cheese;Pepperoni Pizza;The Lookout Catering;55369;Hassan
AVwc2pwhIN2L1WUfpnhr;14004 E Indiana Ave;Pizza Place,Restaurant,American Restaurant;Spokane;US;47.675464;-117.225497;USD; Olive oil, garlic, basil, mozzarella, and ricotta cheese.;Eggscellent Pizza (white);Boston's Restaurant & Sports Bar;99216;City Of Spokane Valley
AVwc2Tg1kufWRAb5zp-U;555 Soquel Ave;Caterers,Restaurants,Take Out Restaurants,Italian Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Seafood Restaurants,Italian Restaurant;Santa Cruz;US;36.97572;-122.01743;USD;Smoked pepper sauce, squash, onion, almond, feta, salsa verde;Mini Pizza;Ristorante Italiano;95062;CA
AVwc34__kufWRAb5z7Y4;11981 S Strang Line Rd;Italian Restaurant;Olathe;US;38.90896786;-94.76871014;USD;Red sauce, pork belly, housemade sausage, bacon, ham, mozzarella.;Margherita Pizza;Zios Italian Kitchen - Olathe;66062;KS
